timestamp,step,joint1,joint2,joint3,joint4,joint5,joint6,force_local_x,force_local_y,force_local_z,torque_local_x,torque_local_y,torque_local_z,force_world_x,force_world_y,force_world_z,torque_world_x,torque_world_y,torque_world_z,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_timestamp
1755106935.2842822,initial,0.0,0.0,0.0,0.0,0.0,0.0,-5.808703700649881e-05,-1.8982547248746806e-11,7.906859999786634,1.4236910436560104e-12,-4.35652777548741e-06,0.0,0.0,0.0,-7.906860000000001,4.356527775487643e-06,0.0,0.0,14535.8,14379.6,14090.4,14086.8,14395.0,14439.8,14474.0,14443.0,14246.0,14259.0,14172.2,14218.2,14200.0,14105.6,14371.4,14221.4,1755106935.28084
1755106935.787793,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.1,0.0,-5.819990209956732e-05,0.7893688487238371,7.8673586340573785,-0.0592026636542877,-4.364992657467548e-06,5.293955920339377e-22,0.0,0.0,-7.906860000000001,4.34564552912363e-06,0.05920266365571101,0.0,14536.2,14379.6,14090.4,14086.6,14395.0,14440.4,14474.2,14443.4,14244.4,14258.2,14170.6,14216.8,14198.8,14105.0,14371.0,14220.8,1755106935.757919
1755106936.2913878,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.2,0.0,-5.802144624556044e-05,1.570850584860763,7.74924922145856,-0.11781379386455733,-4.351608468417033e-06,-1.0587911840678754e-21,0.0,0.0,-7.906860000000001,4.313107521840067e-06,0.11781379386597315,0.0,14537.2,14379.2,14089.8,14087.0,14395.6,14440.8,14475.2,14443.6,14243.4,14257.6,14170.2,14216.4,14198.6,14104.2,14370.2,14220.2,1755106936.2778208
1755106936.79284,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,-5.755345251638178e-05,2.3366369012078323,7.553711872199087,-0.17524776759058733,-4.316508938728634e-06,6.352747104407253e-22,0.0,0.0,-7.906860000000001,4.259238862650097e-06,0.17524776759198862,0.0,14536.2,14378.2,14088.6,14085.2,14395.4,14440.4,14475.0,14443.4,14242.4,14255.6,14169.0,14215.6,14197.0,14103.4,14369.0,14218.4,1755106936.75459
1755106937.297127,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.4,0.0,-5.680059695067512e-05,3.0790763140274064,7.2827003308367075,-0.2309307235520555,-4.260044771300634e-06,0.0,0.0,0.0,-7.906860000000001,4.1845777893897355e-06,0.23093072355343536,0.0,14535.8,14377.4,14087.4,14084.6,14395.4,14441.2,14475.2,14443.6,14241.6,14255.6,14168.4,14214.6,14197.2,14103.0,14368.2,14218.0,1755106937.280837
1755106937.802801,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.5,0.0,-5.577040183239204e-05,3.7907506141244323,6.938922455108207,-0.2843062960593321,-4.182780137429402e-06,1.2705494208814505e-21,0.0,0.0,-7.906860000000001,4.089870290823328e-06,0.2843062960606839,0.0,14535.2,14376.6,14086.2,14084.0,14395.4,14440.8,14475.2,14443.6,14240.6,14253.6,14166.6,14214.2,14195.8,14102.0,14367.2,14216.2,1755106937.7538261
1755106938.308107,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.6,0.0,-5.4473160530617165e-05,4.464548987140588,6.5258131599100055,-0.33484117403554386,-4.085487039796287e-06,8.470329472543003e-22,0.0,0.0,-7.906860000000001,3.976062652970415e-06,0.33484117403686114,0.0,14535.6,14376.8,14085.8,14084.2,14395.6,14441.8,14475.6,14444.0,14240.4,14253.6,14166.4,14213.4,14195.4,14101.6,14367.0,14215.6,1755106938.283767
1755106938.810591,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.7,0.0,-5.292183465162692e-05,5.0937390624608225,6.047500096763951,-0.3820304296845615,-3.969137598872018e-06,1.2705494208814505e-21,0.0,0.0,-7.906860000000001,3.844292004128619e-06,0.3820304296858383,0.0,14534.6,14375.0,14083.4,14082.0,14394.8,14440.6,14474.8,14443.0,14239.0,14251.4,14165.0,14211.8,14193.6,14100.0,14364.8,14213.2,1755106938.802857
1755106939.31164,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.7999999999999999,0.0,-5.1131924530803974e-05,5.672034180835128,5.508762411687719,-0.42540256356263445,-3.834894339810297e-06,4.235164736271502e-22,0.0,0.0,-7.906860000000001,3.695874953063583e-06,0.425402563563865,0.0,14534.2,14374.8,14083.2,14081.6,14394.8,14440.8,14475.2,14443.2,14238.8,14251.0,14164.4,14211.8,14193.2,14100.0,14364.0,14213.0,1755106939.276173
1755106939.814371,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.8999999999999999,0.0,-4.912131435840998e-05,6.1936562085996565,4.9149829935475875,-0.46452421564497426,-3.6840985768807486e-06,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,3.5322944338893927e-06,0.4645242156461535,0.0,14533.8,14374.2,14081.6,14080.8,14394.8,14440.8,14475.0,14443.0,14237.8,14250.0,14163.2,14211.0,14192.8,14099.0,14363.2,14212.0,1755106939.811413
1755106940.316349,j5_to_-pi/2,0.0,0.0,0.0,0.0,-0.9999999999999999,0.0,-4.6910093486668164e-05,6.653393270878303,4.272094690012237,-0.49900449531587315,-3.5182570115001127e-06,-2.541098841762901e-21,0.0,0.0,-7.906860000000001,3.355184889081107e-06,0.4990044953169963,0.0,14533.0,14372.6,14081.0,14079.6,14394.2,14440.2,14474.8,14442.8,14236.8,14248.6,14162.4,14210.8,14191.6,14098.0,14362.6,14210.8,1755106940.274027
1755106940.8187861,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.0999999999999999,0.0,-4.452035570359649e-05,7.046651826913649,3.586521028499967,-0.5284988870185237,-3.339026677769737e-06,4.235164736271502e-22,0.0,0.0,-7.906860000000001,3.1663159386658192e-06,0.5284988870195867,0.0,14533.0,14372.8,14080.4,14079.8,14394.2,14440.8,14474.6,14442.6,14236.8,14247.2,14162.0,14209.4,14191.4,14097.8,14361.6,14210.6,1755106940.801408
1755106941.320917,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.2,0.0,-4.1975978479181154e-05,7.369502567207783,2.865112034416091,-0.5527126925405835,-3.148198385938586e-06,4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.9675746987643025e-06,0.552712692541583,0.0,14532.2,14371.8,14079.2,14078.2,14394.2,14440.0,14474.0,14442.2,14236.4,14247.8,14160.2,14209.2,14189.8,14096.8,14360.6,14209.8,1755106941.2789
1755106941.826592,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.3,0.0,-3.9302384389589194e-05,7.618719673883951,2.1150757879633844,-0.5714039755412963,-2.9476788292191896e-06,0.0,0.0,0.0,-7.906860000000001,2.760946926150534e-06,0.5714039755422292,0.0,14531.4,14370.6,14078.0,14077.6,14393.2,14439.4,14473.6,14441.4,14235.0,14246.0,14159.0,14207.6,14189.6,14095.2,14359.6,14208.4,1755106941.803852
1755106942.32907,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.4000000000000001,0.0,-3.652628710319115e-05,7.79181305199247,1.3439064033873827,-0.5843859788994354,-2.739471532739337e-06,-8.470329472543003e-22,0.0,0.0,-7.906860000000001,2.54849717722641e-06,0.5843859789002996,0.0,14530.8,14370.4,14077.2,14077.4,14393.4,14439.2,14473.2,14441.2,14234.8,14244.6,14157.6,14207.0,14189.0,14095.4,14359.2,14208.0,1755106942.324073
1755106942.8346539,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.5000000000000002,0.0,-3.367542446641692e-05,7.887053209716341,0.5593091502640622,-0.5915289907287254,-2.5256568349812683e-06,8.470329472543003e-22,0.0,0.0,-7.906860000000001,2.3323481796566306e-06,0.5915289907295194,0.0,14529.8,14369.0,14076.0,14075.2,14392.0,14438.6,14472.2,14439.6,14233.0,14243.0,14157.4,14206.8,14188.0,14094.6,14357.4,14206.8,1755106942.8023732
1755106943.3357399,j5_to_-pi/2,0.0,0.0,0.0,0.0,-1.5707963267948966,0.0,-3.1627439998873525e-05,7.906859999936745,-1.0668231623046227e-10,-0.5930144999952558,-2.372057999915514e-06,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14529.2,14368.6,14075.4,14075.4,14391.6,14437.6,14471.8,14439.6,14232.8,14243.8,14156.6,14205.4,14188.0,14093.8,14356.8,14206.2,1755106943.3313222
1755106943.840586,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.1,-0.7894003181763606,7.867355476731878,-1.0668231623046227e-10,-0.5900516607548907,-0.05920502386322704,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14529.2,14367.4,14075.0,14075.2,14391.6,14437.4,14471.6,14440.0,14232.4,14242.6,14156.4,14205.0,14188.0,14094.2,14357.4,14206.6,1755106943.804951
1755106944.34523,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.2,-1.5708815818745565,7.749242938205466,-1.0668231623046227e-10,-0.5811932203654099,-0.1178161186405917,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14529.0,14367.6,14075.2,14075.4,14391.0,14436.8,14471.0,14439.6,14231.8,14242.0,14156.0,14204.2,14188.6,14095.0,14358.2,14207.0,1755106944.320016
1755106944.850857,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.30000000000000004,-2.3366671160710752,7.553702525799654,-1.0668231623046227e-10,-0.5665276894349739,-0.17525003370533057,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14528.2,14366.6,14075.2,14075.8,14391.2,14436.2,14470.8,14439.2,14230.8,14241.0,14155.0,14202.8,14189.2,14095.4,14359.0,14207.4,1755106944.845144
1755106945.356562,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.4,-3.0791054448432664,7.282688014678135,-1.0668231623046227e-10,-0.54620160110086,-0.23093290836324498,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14527.6,14365.8,14074.8,14075.2,14390.4,14435.4,14470.6,14439.4,14230.4,14241.6,14154.2,14202.6,14189.2,14095.6,14359.2,14207.4,1755106945.326071
1755106945.859746,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.5,-3.7907783698275224,6.938907292250545,-1.0668231623046227e-10,-0.5204180469187909,-0.28430837773706413,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14527.4,14365.4,14074.8,14075.4,14390.2,14435.2,14470.2,14439.0,14230.2,14241.0,14153.8,14202.0,14189.8,14097.0,14360.6,14208.6,1755106945.853743
1755106946.365221,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.6,-4.464575090405192,6.525795301856584,-1.0668231623046227e-10,-0.4894346476392437,-0.33484313178038944,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14527.2,14365.8,14075.0,14075.8,14390.0,14435.0,14470.2,14439.0,14230.2,14241.4,14153.2,14201.2,14190.2,14097.2,14360.6,14208.6,1755106946.322199
1755106946.867658,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.7,-5.093763252471845,6.047479721947601,-1.0668231623046227e-10,-0.45356097914607,-0.3820322439353884,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14526.8,14365.0,14075.2,14075.8,14388.8,14434.0,14469.0,14438.6,14229.8,14241.0,14153.2,14201.4,14191.0,14097.4,14361.4,14209.6,1755106946.855652
1755106947.3732522,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.7999999999999999,-5.67205621589407,5.508739723687936,-1.0668231623046227e-10,-0.41315547927659513,-0.42540421619205526,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14526.6,14364.6,14076.0,14076.2,14389.0,14433.6,14469.2,14438.8,14229.8,14240.6,14153.2,14200.8,14191.6,14098.4,14362.6,14210.6,1755106947.3208709
1755106947.877737,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.8999999999999999,-6.193675868539586,4.914958219056432,-1.0668231623046227e-10,-0.36862186642923234,-0.46452569014046896,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14525.2,14363.8,14075.6,14076.0,14388.2,14432.2,14467.8,14438.0,14229.2,14240.8,14152.2,14200.2,14191.4,14098.4,14362.0,14210.8,1755106947.84304
1755106948.38303,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-0.9999999999999999,-6.653410359263695,4.2720680765693,-1.0668231623046227e-10,-0.3204051057426975,-0.49900577694477716,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14525.2,14363.2,14075.6,14075.6,14387.0,14431.4,14467.0,14437.0,14228.0,14240.2,14152.2,14199.2,14192.0,14098.4,14363.0,14211.4,1755106948.369246
1755106948.88513,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.0999999999999999,-7.046666173003101,3.5864928420190427,-1.0668231623046227e-10,-0.2689869631514281,-0.5284999629752325,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14524.2,14362.6,14075.8,14075.8,14387.0,14430.8,14466.8,14437.2,14228.2,14240.6,14151.6,14199.6,14192.0,14098.6,14363.4,14211.2,1755106948.847587
1755106949.38911,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.2,-7.369514027660005,2.8650825565282427,-1.0668231623046227e-10,-0.21488119173961814,-0.5527135520745002,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14523.8,14361.8,14075.6,14075.4,14386.2,14430.2,14465.8,14436.2,14228.6,14240.4,14151.8,14198.6,14192.0,14098.6,14363.6,14212.0,1755106949.374239
1755106949.8920221,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.3,-7.618728134189988,2.115045313202989,-1.0668231623046227e-10,-0.1586283984902242,-0.571404610064249,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14523.4,14362.0,14075.6,14075.6,14385.6,14429.0,14465.0,14435.6,14228.6,14240.8,14152.4,14199.4,14193.4,14099.4,14363.8,14212.0,1755106949.840269
1755106950.3951712,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.4000000000000001,-7.791818427619836,1.3438752362492397,-1.0668231623046227e-10,-0.10079064271869297,-0.5843863820714875,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14523.2,14362.0,14076.2,14075.4,14385.0,14428.2,14464.4,14435.4,14229.6,14241.4,14152.4,14198.8,14193.4,14100.0,14364.4,14213.4,1755106950.3739111
1755106950.90225,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5000000000000002,-7.887055446953638,0.5592776021609792,-1.0668231623046227e-10,-0.041945820162073426,-0.5915291585215228,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14522.4,14361.4,14076.0,14075.4,14384.4,14427.8,14463.8,14434.6,14229.2,14241.8,14152.6,14199.6,14193.8,14099.6,14365.0,14213.6,1755106950.894526
1755106951.408084,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.6000000000000003,-7.903487615375387,-0.23090814885547783,-1.0668231623046227e-10,0.01731811116416084,-0.592761571153154,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14522.0,14361.0,14076.0,14075.4,14383.8,14427.0,14463.0,14434.0,14229.4,14242.6,14152.4,14200.0,14193.6,14100.2,14365.0,14214.6,1755106951.3747048
1755106951.909953,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.7000000000000004,-7.840950748089965,-1.018786741976657,-1.0668231623046227e-10,0.07640900564824926,-0.5880713061067473,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14520.6,14360.8,14076.0,14074.8,14382.6,14425.4,14461.8,14433.0,14229.6,14242.8,14153.2,14199.4,14192.8,14099.2,14365.2,14213.2,1755106951.896445
1755106952.415721,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.8000000000000005,-7.700069692803347,-1.7964859547381278,-1.0668231623046227e-10,0.13473644660535958,-0.5775052269602509,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14520.6,14360.4,14075.6,14074.4,14382.0,14425.0,14461.2,14432.2,14230.4,14243.2,14154.0,14199.6,14193.6,14100.2,14365.4,14213.8,1755106952.370373
1755106952.9196658,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.9000000000000006,-7.482252086450871,-2.55623527367916,-1.0668231623046227e-10,0.19171764552593695,-0.5611689064838153,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14519.4,14360.0,14075.6,14073.2,14381.2,14424.2,14459.8,14431.4,14230.2,14243.4,14153.8,14199.0,14193.4,14099.4,14364.2,14213.8,1755106952.894581
1755106953.425044,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.0000000000000004,-7.189674290554287,-3.290443534744626,-1.0668231623046227e-10,0.24678326510584694,-0.5392255717915714,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14518.2,14359.4,14075.0,14073.0,14379.8,14422.2,14458.4,14430.0,14230.2,14243.6,14153.2,14199.6,14192.6,14098.8,14364.4,14213.8,1755106953.4196491
1755106953.933419,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.1000000000000005,-6.8252596457368275,-3.9917747716869494,-1.0668231623046226e-10,0.29938310787652095,-0.5118944734302618,0.0,0.0,0.0,-7.906860000000001,2.178263887743821e-06,0.5930144999959992,0.0,14516.2,14357.8,14073.8,14070.6,14378.0,14420.6,14456.0,14427.4,14228.8,14242.2,14152.6,14198.2,14191.0,14096.8,14362.8,14211.8,1755106953.896151
1755106954.439082,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.2000000000000006,-6.392649262670044,-4.653221514615883,-1.0668231623046227e-10,0.34899161359619113,-0.4794486947002533,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14515.6,14357.6,14074.0,14070.8,14376.8,14419.8,14455.4,14427.0,14229.2,14243.6,14154.0,14199.0,14190.6,14096.6,14362.8,14212.6,1755106954.420903
1755106954.944061,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.3000000000000007,-5.896165641299562,-5.268174806321304,-1.0668231623046227e-10,0.39511311047409786,-0.44221242309746717,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14514.4,14356.8,14073.2,14069.4,14376.2,14418.0,14453.4,14425.6,14228.8,14242.8,14154.0,14198.6,14190.0,14095.6,14361.8,14211.6,1755106954.886303
1755106955.44895,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.400000000000001,-5.3407694818544496,-5.830490236789028,-1.0668231623046227e-10,0.4372867677591769,-0.40055771113908356,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14508.8,14351.6,14068.4,14064.6,14370.4,14412.6,14448.0,14419.4,14224.4,14238.8,14149.8,14194.2,14184.4,14089.6,14356.2,14206.0,1755106955.416863
1755106955.951573,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.500000000000001,-4.732010119170315,-6.334549336114586,-1.0668231623046227e-10,0.47509120020859386,-0.3549007589377737,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14499.4,14343.4,14059.6,14055.4,14360.6,14403.2,14438.2,14409.8,14216.2,14230.4,14141.6,14186.8,14176.0,14081.2,14347.2,14197.2,1755106955.937462
1755106956.453614,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.600000000000001,-4.075970075570014,-6.775315712397302,-1.0668231623046227e-10,0.5081486784297976,-0.3056977556677511,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14502.0,14346.2,14062.2,14057.6,14362.8,14405.8,14440.6,14412.4,14219.4,14233.8,14144.6,14189.2,14178.0,14083.2,14349.6,14200.6,1755106956.4102201
1755106956.955147,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.700000000000001,-3.379204286311193,-7.148385373703355,-1.0668231623046226e-10,0.5361289030277513,-0.25344032147333934,0.0,0.0,0.0,-7.906860000000001,2.178263887743821e-06,0.5930144999959992,0.0,14504.0,14348.2,14064.4,14059.0,14365.0,14407.6,14442.2,14413.8,14222.2,14236.6,14148.2,14192.6,14180.0,14084.8,14351.8,14201.8,1755106956.935103
1755106957.458074,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.800000000000001,-2.6486746048399747,-7.450030731297408,-1.0668231623046227e-10,0.5587523048473055,-0.19865059536299812,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14504.4,14349.2,14065.4,14059.8,14365.6,14408.0,14442.6,14414.0,14223.0,14238.2,14148.8,14193.6,14181.0,14085.6,14352.0,14203.0,1755106957.41633
1755106957.962461,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.9000000000000012,-1.8916802422526153,-7.67723784447708,-1.0668231623046227e-10,0.575792838335781,-0.14187601816894613,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14501.0,14346.4,14062.0,14056.0,14361.8,14404.8,14439.4,14411.0,14220.8,14235.8,14146.8,14191.4,14178.0,14082.4,14348.8,14199.8,1755106957.9362
1755106958.4673111,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-3.0000000000000013,-1.1157848359910192,-7.827736534872164,-1.0668231623046227e-10,0.5870802401154123,-0.08368386269932643,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14510.0,14356.0,14070.8,14063.8,14370.6,14413.6,14447.8,14419.4,14230.4,14245.4,14156.4,14201.0,14186.2,14090.6,14357.2,14208.2,1755106958.4636009
1755106958.969127,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-3.1000000000000014,-0.3287408764776305,-7.900023069316489,-1.0668231623046227e-10,0.5925017301987365,-0.024655565735822286,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14506.6,14352.8,14067.8,14060.8,14368.0,14411.0,14444.8,14416.2,14228.4,14242.6,14154.4,14198.6,14183.0,14087.0,14353.8,14205.2,1755106958.9329898
1755106959.474051,j6_to_-pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-3.141592653589793,3.162743999790521e-05,-7.906859999936745,-1.0668231623046227e-10,0.5930144999952558,2.3720579998428904e-06,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14506.6,14353.0,14067.6,14061.0,14367.8,14411.4,14445.2,14416.2,14228.6,14243.4,14154.6,14199.4,14183.0,14087.0,14353.8,14204.4,1755106959.46369
1755106959.975056,j6_to_+pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-3.041592653589793,-0.7893373793072903,-7.867361791682666,-1.0668231623046227e-10,0.5900521343762,-0.05920030344804677,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14503.2,14349.8,14064.8,14058.4,14364.6,14407.8,14442.0,14413.6,14224.8,14240.0,14151.0,14195.6,14180.0,14085.0,14351.4,14202.4,1755106959.939724
1755106960.47911,j6_to_+pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.941592653589793,-1.5708195878807878,-7.749255505010145,-1.0668231623046227e-10,0.5811941628757608,-0.11781146909105905,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14505.2,14350.8,14065.8,14060.0,14366.0,14409.2,14443.0,14414.8,14226.2,14240.2,14151.4,14196.6,14181.8,14086.0,14353.0,14203.4,1755106960.4633138
1755106960.984677,j6_to_+pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.841592653589793,-2.3366066863761006,-7.553721218894863,-1.0668231623046226e-10,0.5665290914171144,-0.17524550147820747,0.0,0.0,0.0,-7.906860000000001,2.178263887743821e-06,0.5930144999959992,0.0,14505.8,14351.0,14066.4,14060.8,14366.8,14410.0,14444.4,14415.8,14225.4,14240.4,14151.0,14196.0,14182.2,14087.2,14353.6,14204.2,1755106960.931954
1755106961.4904718,j6_to_+pi,0.0,0.0,0.0,0.0,-1.5707963267948966,-2.7415926535897928,-3.0790471832406237,-7.282712647288644,-1.0668231623046227e-10,0.5462034485466483,-0.23092853874304672,-4.235164736271502e-22,0.0,0.0,-7.906860000000001,2.1782638877438215e-06,0.5930144999959994,0.0,14507.0,14351.2,14067.4,14061.6,14367.6,14409.8,14444.6,14416.4,14225.0,14240.0,14151.0,14195.6,14183.4,14088.2,14354.4,14204.8,1755106961.4621701
